Taxa,Rep,Environment,Score
L285,2,DS3,5.454436402
L285,3,DS3,5.160700164
L286,1,DS1,0.079811412
L286,2,DS1,0.057700253
L286,3,DS1,0.141081303
L286,1,DS2,4.201635168
L286,2,DS2,4.76591949
L286,3,DS2,5.133025048
L286,1,DS3,6.064784489
L286,2,DS3,6.044442508
L286,3,DS3,6.268468014
L29,1,DS1,1.422312485
L29,2,DS1,1.481859579
L29,3,DS1,2.620213638
L29,1,DS2,5.33119628
L29,2,DS2,5.041043709
L29,3,DS2,4.975810177
L29,1,DS3,5.613837957
L29,2,DS3,5.493864422
L29,3,DS3,5.441241403
L3,1,DS1,4.128110784
L3,2,DS1,3.742566893
L3,3,DS1,4.166189787
L3,1,DS2,7.194966934
L3,2,DS2,6.893919331
L3,3,DS2,7.383496888
L3,1,DS3,3.528616793
L3,2,DS3,3.884323845
L3,3,DS3,3.030090785
L30,1,DS1,4.446566332
L30,2,DS1,3.340051161
L30,3,DS1,3.15541613
L30,1,DS2,7.537334603
L30,2,DS2,7.279970417
L30,3,DS2,7.004382934
L30,1,DS3,3.689462678
L30,2,DS3,3.862276253
L30,3,DS3,4.036357665
L31,1,DS1,3.053932079
L31,2,DS1,2.344726181
L31,3,DS1,2.058731438
L31,1,DS2,6.549331363
L31,2,DS2,6.552044033
L31,3,DS2,6.881730496
L31,1,DS3,5.687157166
L31,2,DS3,5.365456272
L31,3,DS3,6.014571817
L32,1,DS1,6.824303866
L32,2,DS1,7.235373326
L32,3,DS1,6.785653675
L32,1,DS2,4.296487122
L32,2,DS2,5.268493733
L32,3,DS2,5.293717175
L32,1,DS3,3.115829455
L32,2,DS3,3.981113894
L32,3,DS3,3.327020087
L33,1,DS1,6.332989894
L33,2,DS1,5.210216264
L33,3,DS1,6.591200071
L33,1,DS2,6.507674691
L33,2,DS2,5.423879519
L33,3,DS2,5.264651904
L33,1,DS3,5.304550952
L33,2,DS3,5.192762238
L33,3,DS3,4.494227566
L34,1,DS1,4.522872145
L34,2,DS1,4.334659583
L34,3,DS1,4.174271635
L34,1,DS2,7.137005507
L34,2,DS2,6.69515824
L34,3,DS2,6.760914089
L34,1,DS3,4.818799993
L34,2,DS3,5.144389044
L34,3,DS3,4.124536717
L35,1,DS1,3.689198816
L35,2,DS1,2.535245664
L35,3,DS1,2.782298645
L35,1,DS2,4.513846092
L35,2,DS2,3.547145853
L35,3,DS2,4.379433129
L35,1,DS3,5.64694409
L35,2,DS3,6.063238733
L35,3,DS3,6.094560457
L36,1,DS1,2.010041083
L36,2,DS1,2.688772557
L36,3,DS1,2.125314075
L36,1,DS2,5.484074234
L36,2,DS2,4.527136164
L36,3,DS2,5.473092824
L36,1,DS3,3.65591881
L36,2,DS3,4.122227849
L36,3,DS3,4.519087604
L37,1,DS1,3.32982242
L37,2,DS1,3.274252594
L37,3,DS1,2.920586491
L37,1,DS2,5.55806745
L37,2,DS2,6.259952839
L37,3,DS2,6.722259769
L37,1,DS3,6.58449564
L37,2,DS3,6.670382064
L37,3,DS3,6.829409848
L38,1,DS1,1.263135549
L38,2,DS1,0.88259733
L38,3,DS1,0.632707864
L38,1,DS2,5.516858535
L38,2,DS2,4.861323973
L38,3,DS2,5.050263675
L38,1,DS3,6.572840117
L38,2,DS3,7.164854854
L38,3,DS3,6.49189861
L39,1,DS1,2.117818866
L39,2,DS1,2.443527386
L39,3,DS1,2.574610513
L39,1,DS2,5.949267312
L39,2,DS2,6.179108748
L39,3,DS2,6.222053677
L39,1,DS3,4.447016365
L39,2,DS3,4.666132981
L39,3,DS3,5.204071965
L4,1,DS1,3.141983223
L4,2,DS1,3.184824855
L4,3,DS1,3.153299383
L4,1,DS2,8.580586131
L4,2,DS2,9.073990048
L4,3,DS2,8.20498331
L4,1,DS3,8.527889368
L4,2,DS3,8.151648831
L4,3,DS3,8.001602806
L40,1,DS1,4.673453933
L40,2,DS1,4.690136736
L40,3,DS1,5.807529244
L40,1,DS2,7.827851013
L40,2,DS2,7.275632893
L40,3,DS2,7.812975754
L40,1,DS3,4.93083488
L40,2,DS3,5.08014291
L40,3,DS3,5.257375257
L41,1,DS1,1.186346571
L41,2,DS1,1.820994795
L41,3,DS1,1.858697993
L41,1,DS2,3.470836314
L41,2,DS2,3.791018593
L41,3,DS2,2.707162287
L41,1,DS3,5.250261277
L41,2,DS3,4.488196009
L41,3,DS3,5.285498321
L42,1,DS1,6.176198602
L42,2,DS1,6.445008107
L42,3,DS1,6.414323901
L42,1,DS2,7.903500066
L42,2,DS2,8.16028166
L42,3,DS2,7.451227325
L42,1,DS3,3.593833913
L42,2,DS3,3.091715025
L42,3,DS3,3.812465991
L43,1,DS1,0.246537669
L43,2,DS1,0.396160083
L43,3,DS1,0.609249326
L43,1,DS2,6.340370999
L43,2,DS2,5.305616545
L43,3,DS2,5.975647374
L43,1,DS3,5.314197389
L43,2,DS3,4.52738367
L43,3,DS3,5.358650002
L44,1,DS1,3.391474102
L44,2,DS1,1.628823361
L44,3,DS1,2.438444853
L44,1,DS2,8.503495545
L44,2,DS2,8.3527782
L44,3,DS2,8.249113981
L44,1,DS3,5.597514167
L44,2,DS3,6.544278523
L44,3,DS3,6.727387512
L45,1,DS1,2.919263859
L45,2,DS1,2.378388815
L45,3,DS1,1.562543942
L45,1,DS2,8.587911978
L45,2,DS2,8.790355069
L45,3,DS2,8.071269658
L45,1,DS3,8.825374001
L45,2,DS3,8.307144312
L45,3,DS3,8.97508823
L46,1,DS1,4.331260905
L46,2,DS1,5.975950239
L46,3,DS1,4.015655833
L46,1,DS2,6.330154509
L46,2,DS2,5.845632266
L46,3,DS2,6.889927039
L46,1,DS3,5.739723445
L46,2,DS3,5.349371517
L46,3,DS3,5.6098454
L47,1,DS1,4.160107932
L47,2,DS1,5.045819832
L47,3,DS1,4.374186208
L47,1,DS2,3.75399591
L47,2,DS2,3.946640101
L47,3,DS2,3.753013538
L47,1,DS3,6.728782594
L47,2,DS3,7.624839963
L47,3,DS3,6.984793545
L48,1,DS1,3.222136681
L48,2,DS1,3.128110146
L48,3,DS1,3.479401787
L48,1,DS2,5.328453862
L48,2,DS2,5.590010712
L48,3,DS2,4.12315414
L48,1,DS3,7.295938795
L48,2,DS3,6.477817436
L48,3,DS3,6.681848428
L49,1,DS1,4.76441918
L49,2,DS1,4.791784091
L49,3,DS1,5.708238811
L49,1,DS2,7.280954793
L49,2,DS2,8.15181051
L49,3,DS2,7.004165112
L49,1,DS3,7.05466416
L49,2,DS3,6.886506914
L49,3,DS3,7.708688662
L5,1,DS1,4.47698255
L5,2,DS1,3.57265172
L5,3,DS1,4.554347656
L5,1,DS2,6.760231583
L5,2,DS2,5.936937164
L5,3,DS2,5.333607944
L5,1,DS3,7.959417898
L5,2,DS3,6.66143681
L5,3,DS3,8.328096866
L50,1,DS1,6.85035907
L50,2,DS1,6.871080662
L50,3,DS1,6.175743227
L50,1,DS2,2.715974059
L50,2,DS2,3.775086321
L50,3,DS2,3.533602679
L50,1,DS3,8.422682003
L50,2,DS3,8.256511584
L50,3,DS3,8.287199987
L51,1,DS1,7.85083492
L51,2,DS1,7.879412945
L51,3,DS1,7.801763749
L51,1,DS2,4.445953946
L51,2,DS2,4.685905779
L51,3,DS2,5.499942528
L51,1,DS3,7.226148477
L51,2,DS3,7.40903386
L51,3,DS3,6.831423907
L52,1,DS1,3.183002239
L52,2,DS1,3.355028561
L52,3,DS1,3.67935746
L52,1,DS2,5.703726961
L52,2,DS2,5.879335631
L52,3,DS2,6.533567412
L52,1,DS3,7.668660169
L52,2,DS3,7.85517955
L52,3,DS3,7.670700563
L53,1,DS1,7.974473394
L53,2,DS1,9.533515076
L53,3,DS1,8.625560625
L53,1,DS2,3.015134938
L53,2,DS2,2.286999417
L53,3,DS2,2.594283306
L53,1,DS3,7.562746924
L53,2,DS3,8.07007359
L53,3,DS3,7.697949183
L54,1,DS1,4.114914841
L54,2,DS1,2.59423657
L54,3,DS1,3.293614258
L54,1,DS2,6.551147719
L54,2,DS2,7.296615338
L54,3,DS2,6.791160326
L54,1,DS3,5.662649617
L54,2,DS3,5.756120482
L54,3,DS3,5.093492803
L55,1,DS1,4.465567865
L55,2,DS1,4.6600913
L55,3,DS1,4.15743866
L55,1,DS2,7.999293361
L55,2,DS2,7.313297422
L55,3,DS2,7.666236368
L55,1,DS3,6.765730929
L55,2,DS3,6.402725386
L55,3,DS3,6.139088471
L56,1,DS1,3.302960938
L56,2,DS1,1.340137741
L56,3,DS1,2.360829818
L56,1,DS2,5.559836115
L56,2,DS2,5.278808402
L56,3,DS2,5.388347679
L56,1,DS3,5.69021343
L56,2,DS3,6.381163535
L56,3,DS3,6.42608497
L57,1,DS1,-0.622182916
L57,2,DS1,0.651209444
L57,3,DS1,1.455000225
L57,1,DS2,6.501258657
L57,2,DS2,5.99721361
L57,3,DS2,5.804766988
L57,1,DS3,5.165157519
L57,2,DS3,5.473784415
L57,3,DS3,5.71808396
L58,1,DS1,2.748099975
L58,2,DS1,3.052959979
L58,3,DS1,2.687440104
L58,1,DS2,7.226859617
L58,2,DS2,6.836779378
L58,3,DS2,7.313445825
L58,1,DS3,7.904053093
L58,2,DS3,7.100294456
L58,3,DS3,7.067777945
L59,1,DS1,3.773747255
L59,2,DS1,4.560799101
L59,3,DS1,2.482645091
L59,1,DS2,1.975075053
L59,2,DS2,2.408299902
L59,3,DS2,2.533634723
L59,1,DS3,5.238559451
L59,2,DS3,6.353276855
L59,3,DS3,5.214509548
L6,1,DS1,5.621211149
L6,2,DS1,4.084330094
L6,3,DS1,4.724822901
L6,1,DS2,9.205472146
L6,2,DS2,8.84530821
L6,3,DS2,8.391359584
L6,1,DS3,4.627807263
L6,2,DS3,4.741942999
L6,3,DS3,4.414859632
L60,1,DS1,3.528579348
L60,2,DS1,2.253699533
L60,3,DS1,4.247578572
L60,1,DS2,2.559335417
L60,2,DS2,3.04137301
L60,3,DS2,2.926538729
L60,1,DS3,5.885011903
L60,2,DS3,6.973542058
L60,3,DS3,6.504527878
L61,1,DS1,5.326050952
L61,2,DS1,5.345777749
L61,3,DS1,5.421834652
L61,1,DS2,5.44762686
L61,2,DS2,5.702195422
L61,3,DS2,6.094240281
L61,1,DS3,6.505475276
L61,2,DS3,6.595928412
L61,3,DS3,5.881241283
L62,1,DS1,5.900898616
L62,2,DS1,7.148749565
L62,3,DS1,6.180010164
L62,1,DS2,7.125802049
L62,2,DS2,7.92584129
L62,3,DS2,7.567396867
L62,1,DS3,4.419537793
L62,2,DS3,3.872939551
L62,3,DS3,3.895685181
L63,1,DS1,2.401596384
L63,2,DS1,2.35348012
L63,3,DS1,2.58936336
L63,1,DS2,5.232969477
L63,2,DS2,5.226048796
L63,3,DS2,5.786702841
L63,1,DS3,6.478341118
L63,2,DS3,6.697047903
L63,3,DS3,6.260590303
L64,1,DS1,2.993503718
L64,2,DS1,3.473677971
L64,3,DS1,3.510809833
L64,1,DS2,4.613736269
L64,2,DS2,5.231275577
L64,3,DS2,4.4313681
L64,1,DS3,4.751340844
L64,2,DS3,6.380114811
L64,3,DS3,5.878267762
L65,1,DS1,1.161817098
L65,2,DS1,1.778244429
L65,3,DS1,1.952764708
L65,1,DS2,2.886657882
L65,2,DS2,2.165272543
L65,3,DS2,2.321421885
L65,1,DS3,6.955186363
L65,2,DS3,6.578729805
L65,3,DS3,7.048536428
L66,1,DS1,5.080731829
L66,2,DS1,5.117345244
L66,3,DS1,4.599979573
L66,1,DS2,0.344491569
L66,2,DS2,1.441140312
L66,3,DS2,1.47917915
L66,1,DS3,4.039031705
L66,2,DS3,3.682643104
L66,3,DS3,3.169684192
L67,1,DS1,2.166880163
L67,2,DS1,2.296060025
L67,3,DS1,2.064942425
L67,1,DS2,4.995122684
L67,2,DS2,5.296779602
L67,3,DS2,4.210463998
L67,1,DS3,6.145111048
L67,2,DS3,6.243925109
L67,3,DS3,6.348429769
L68,1,DS1,2.231560616
L68,2,DS1,2.984677776
L68,3,DS1,1.645437249
L68,1,DS2,4.455926731
L68,2,DS2,4.195162435
L68,3,DS2,4.111574593
L68,1,DS3,5.010061557
L68,2,DS3,5.592547398
L68,3,DS3,5.440667407
L69,1,DS1,8.749151098
L69,2,DS1,8.143143267
L69,3,DS1,8.319174621
L69,1,DS2,6.671713456
L69,2,DS2,7.228553379
L69,3,DS2,7.380978723
L69,1,DS3,5.578570938
L69,2,DS3,6.319656186
L69,3,DS3,6.186054429
L7,1,DS1,8.874446025
L7,2,DS1,8.5027743
L7,3,DS1,8.37660989
L7,1,DS2,4.449145346
L7,2,DS2,3.872683043
L7,3,DS2,4.881051183
L7,1,DS3,5.319031578
L7,2,DS3,5.064466177
L7,3,DS3,6.074473649
L70,1,DS1,4.820693883
L70,2,DS1,3.716870982
L70,3,DS1,4.259050662
L70,1,DS2,6.760104036
L70,2,DS2,6.010017305
L70,3,DS2,6.458798122
L70,1,DS3,4.80444733
L70,2,DS3,4.637143206
L70,3,DS3,4.613006179
L71,1,DS1,0.107622449
L71,2,DS1,1.881443089
L71,3,DS1,0.703199567
L71,1,DS2,8.59727766
L71,2,DS2,8.334723358
L71,3,DS2,8.016152855
L71,1,DS3,6.060631326
L71,2,DS3,5.683657748
L71,3,DS3,5.837059135
L72,1,DS1,1.025038107
L72,2,DS1,2.656691749
L72,3,DS1,3.0155316
L72,1,DS2,5.484159402
L72,2,DS2,5.895960708
L72,3,DS2,5.195189088
L72,1,DS3,7.442640268
L72,2,DS3,7.081607771
L72,3,DS3,7.162218297
L73,1,DS1,1.798852756
L73,2,DS1,1.312390365
L73,3,DS1,0.55045765
L73,1,DS2,2.917619721
L73,2,DS2,3.057523017
L73,3,DS2,4.213039949
L73,1,DS3,4.747491299
L73,2,DS3,4.552403971
L73,3,DS3,5.055935235
L74,1,DS1,3.977716453
L74,2,DS1,3.600780346
L74,3,DS1,4.432625587
L74,1,DS2,8.532995509
L74,2,DS2,6.586550197
L74,3,DS2,6.516109742
L74,1,DS3,4.846538729
L74,2,DS3,4.741621867
L74,3,DS3,4.808222763
L75,1,DS1,4.390335016
L75,2,DS1,4.801700593
L75,3,DS1,5.167532948
L75,1,DS2,1.801560497
L75,2,DS2,1.342859378
L75,3,DS2,2.317748095
L75,1,DS3,3.679872048
L75,2,DS3,4.431694733
L75,3,DS3,4.612453591
L76,1,DS1,5.210661943
L76,2,DS1,4.468214478
L76,3,DS1,3.964071632
L76,1,DS2,8.91224245
L76,2,DS2,7.83804303
L76,3,DS2,7.560011572
L76,1,DS3,4.472634654
L76,2,DS3,5.41965704
L76,3,DS3,4.403845204
L77,1,DS1,4.430435947
L77,2,DS1,4.593422917
L77,3,DS1,5.532341964
L77,1,DS2,9.031269045
L77,2,DS2,9.101187021
L77,3,DS2,8.658652354
L77,1,DS3,6.985450344
L77,2,DS3,6.841071042
L77,3,DS3,6.308683014
L78,1,DS1,2.973140932
L78,2,DS1,3.357375717
L78,3,DS1,3.08383823
L78,1,DS2,6.291323376
L78,2,DS2,5.323898066
L78,3,DS2,5.422551717
L78,1,DS3,5.581455448
L78,2,DS3,4.862929604
L78,3,DS3,5.238862819
L79,1,DS1,6.607954589
L79,2,DS1,6.09104535
L79,3,DS1,6.597960334
L79,1,DS2,8.692061767
L79,2,DS2,7.262115389
L79,3,DS2,7.701305266
L79,1,DS3,6.253056176
L79,2,DS3,7.394750228
L79,3,DS3,8.164475926
L8,1,DS1,6.64673721
L8,2,DS1,8.920163231
L8,3,DS1,6.724763115
L8,1,DS2,5.623108287
L8,2,DS2,5.440718171
L8,3,DS2,5.631118491
L8,1,DS3,6.510056928
L8,2,DS3,6.754235548
L8,3,DS3,6.555252413
L80,1,DS1,1.917299106
L80,2,DS1,1.570825552
L80,3,DS1,2.09040641
L80,1,DS2,4.999405698
L80,2,DS2,4.794290407
L80,3,DS2,4.583151257
L80,1,DS3,6.041302563
L80,2,DS3,6.34862132
L80,3,DS3,5.834845921
L81,1,DS1,1.303432203
L81,2,DS1,1.172276325
L81,3,DS1,1.372446858
L81,1,DS2,4.981328701
L81,2,DS2,4.612693233
L81,3,DS2,4.919910275
L81,1,DS3,5.034574475
L81,2,DS3,4.708198112
L81,3,DS3,5.24145341
L82,1,DS1,5.429409757
L82,2,DS1,6.014635203
L82,3,DS1,5.074705663
L82,1,DS2,4.84668333
L82,2,DS2,5.710822414
L82,3,DS2,5.242569222
L82,1,DS3,4.84096898
L82,2,DS3,4.799727997
L82,3,DS3,5.306329499
L83,1,DS1,1.779295735
L83,2,DS1,2.62466377
L83,3,DS1,2.267908486
L83,1,DS2,4.810888362
L83,2,DS2,3.870758865
L83,3,DS2,4.255743347
L83,1,DS3,5.785194456
L83,2,DS3,5.893347612
L83,3,DS3,5.415607919
L84,1,DS1,7.983684887
L84,2,DS1,7.385657916
L84,3,DS1,6.986007712
L84,1,DS2,4.578935464
L84,2,DS2,5.356829766
L84,3,DS2,3.687210621
L84,1,DS3,7.180888235
L84,2,DS3,7.935081448
L84,3,DS3,7.22626237
L85,1,DS1,2.8687144
L85,2,DS1,1.996144931
L85,3,DS1,2.23226636
L85,1,DS2,6.758825275
L85,2,DS2,5.79101203
L85,3,DS2,4.964997835
L85,1,DS3,2.493123466
L85,2,DS3,1.986289174
L85,3,DS3,2.018603308
L86,1,DS1,0.19755487
L86,2,DS1,-0.502895237
L86,3,DS1,-0.389753622
L86,1,DS2,6.208334043
L86,2,DS2,7.173745229
L86,3,DS2,6.937039193
L86,1,DS3,4.607487672
L86,2,DS3,4.606624859
L86,3,DS3,5.032611709
L87,1,DS1,3.553097252
L87,2,DS1,2.627432975
L87,3,DS1,2.865867174
L87,1,DS2,3.777521486
L87,2,DS2,3.591220131
L87,3,DS2,3.57898852
L87,1,DS3,6.19633091
L87,2,DS3,5.793693997
L87,3,DS3,6.016307453
L88,1,DS1,6.859122654
L88,2,DS1,6.661709781
L88,3,DS1,7.348312686
L88,1,DS2,6.395763651
L88,2,DS2,6.936769563
L88,3,DS2,5.617955083
L88,1,DS3,6.046515522
L88,2,DS3,6.262909426
L88,3,DS3,6.187777455
L89,1,DS1,2.905928655
L89,2,DS1,2.705459885
L89,3,DS1,4.045227078
L89,1,DS2,6.144604852
L89,2,DS2,5.821233329
L89,3,DS2,6.403247151
L89,1,DS3,5.532780655
L89,2,DS3,5.154805591
L89,3,DS3,5.523181326
L9,1,DS1,2.6910232
L9,2,DS1,1.992353844
L9,3,DS1,3.251077737
L9,1,DS2,4.360175929
L9,2,DS2,3.683409894
L9,3,DS2,2.999144403
L9,1,DS3,5.978078769
L9,2,DS3,5.925098149
L9,3,DS3,6.314627719
L90,1,DS1,5.784041221
L90,2,DS1,6.294849589
L90,3,DS1,5.290230711
L90,1,DS2,3.717348122
L90,2,DS2,3.124974859
L90,3,DS2,4.084193338
L90,1,DS3,9.231939283
L90,2,DS3,8.56718964
L90,3,DS3,9.498282577
L91,1,DS1,3.991567796
L91,2,DS1,3.237882154
L91,3,DS1,3.627213326
L91,1,DS2,3.122050872
L91,2,DS2,3.502252302
L91,3,DS2,3.099484083
L91,1,DS3,5.457633866
L91,2,DS3,4.743009564
L91,3,DS3,4.998861129
L92,1,DS1,7.4265352
L92,2,DS1,6.377173963
L92,3,DS1,6.954925106
L92,1,DS2,6.769275051
L92,2,DS2,5.772448114
L92,3,DS2,6.475263664
L92,1,DS3,6.089058829
L92,2,DS3,5.990798382
L92,3,DS3,5.550106048
L93,1,DS1,7.54214943
L93,2,DS1,7.315887688
L93,3,DS1,7.428612528
L93,1,DS2,6.493139699
L93,2,DS2,6.351112654
L93,3,DS2,6.363390849
L93,1,DS3,3.833396571
L93,2,DS3,4.472269512
L93,3,DS3,4.301767843
L94,1,DS1,3.926122222
L94,2,DS1,3.701362162
L94,3,DS1,3.463683065
L94,1,DS2,5.841573146
L94,2,DS2,6.497545218
L94,3,DS2,6.3738034
L94,1,DS3,6.312147587
L94,2,DS3,6.178263313
L94,3,DS3,5.687551818
L95,1,DS1,5.810181224
L95,2,DS1,5.092980704
L95,3,DS1,5.172636931
L95,1,DS2,5.016566986
L95,2,DS2,5.326932386
L95,3,DS2,4.537743294
L95,1,DS3,6.379206759
L95,2,DS3,6.296858816
L95,3,DS3,5.202399145
L96,1,DS1,-0.057416067
L96,2,DS1,0.439113826
L96,3,DS1,-0.018887793
L96,1,DS2,4.391214055
L96,2,DS2,4.784046091
L96,3,DS2,4.275160319
L96,1,DS3,6.940142396
L96,2,DS3,7.079951941
L96,3,DS3,7.49734506
L97,1,DS1,8.602416443
L97,2,DS1,7.511729606
L97,3,DS1,7.499279734
L97,1,DS2,7.483780039
L97,2,DS2,7.051837942
L97,3,DS2,7.755397486
L97,1,DS3,5.518972735
L97,2,DS3,5.890472832
L97,3,DS3,5.109758522
L98,1,DS1,6.012571285
L98,2,DS1,4.134287476
L98,3,DS1,4.893990313
L98,1,DS2,5.294126989
L98,2,DS2,6.186523349
L98,3,DS2,5.908773889
L98,1,DS3,6.289434012
L98,2,DS3,5.376736841
L98,3,DS3,6.052189937
L99,1,DS1,3.05965556
L99,2,DS1,3.331419411
L99,3,DS1,2.806050284
L99,1,DS2,7.12830245
L99,2,DS2,7.582952589
L99,3,DS2,6.804030961
L99,1,DS3,7.500411226
L99,2,DS3,7.623082871
L99,3,DS3,8.155300499
